time,agilent_volt
0.0488372000399977,-0.008967614
0.0982328000245616,-0.008219509
0.148029600037262,-0.008945143
0.199185600038618,-0.009670517
0.249279299983755,-0.008464385
0.299198099994101,-0.008559406
0.349046100047417,-0.008660078
0.399636900052428,-0.008290262
0.450211300048977,-0.008247374
0.500442199991085,-0.007787161
0.551788200042211,-0.008369748
0.60267880000174,-0.00798157
0.652887500007637,-0.009575367
0.703174600028433,-0.009008063
0.753113499958999,-0.00896633
0.803313600015827,-0.008786945
0.852994099957868,-0.008816479
0.902865000069141,-0.008681522
0.953088300069794,-0.008841133
1.00323360005859,-0.008039867
1.05296420003288,-0.008615649
1.10267930000555,-0.008449233
1.15309769997839,-0.008383231
1.20307569997385,-0.008277036
1.25316399999429,-0.00884139
1.30309860000853,-0.008370262
1.35293060005642,-0.008269845
1.4029070000397,-0.008509713
1.45307839999441,-0.008029338
1.50396790006198,-0.00789207
1.55486899998505,-0.007975535
1.60552570002619,-0.008209365
1.65569459996186,-0.007897463
1.70601970003918,-0.008098934
1.75613069999963,-0.00798234
1.80651799996849,-0.008021376
1.85790249996353,-0.007845201
1.90822900005151,-0.008055918
1.95824840001296,-0.008099448
2.00802519998979,-0.007951137
2.05763269995805,-0.007871396
2.10725050000474,-0.008139254
2.1573434000602,-0.00804526
2.20874050003476,-0.008076977
2.25890120002441,-0.00806786
2.30927410000004,-0.007645784
2.35960870003328,-0.007629733
2.40991809999105,-0.007600456
2.46038439997938,-0.007235265
2.5107545000501,-0.007403992
2.5754326999886,-0.007497601
2.62606220005546,-0.007716408
2.67623129999265,-0.007159505
2.72699590004049,-0.00815248
2.77697050001007,-0.007770596
2.82731059996877,-0.007760452
2.87765739997849,-0.007446495
2.92811360000633,-0.007680069
2.97853409999516,-0.007703824
3.02880800003186,-0.008044618
3.08044339995831,-0.007501325
3.13079610001296,-0.007462546
3.18113559996709,-0.007483605
3.23156129999552,-0.008604349
3.28187489998527,-0.00774042
3.33222029998433,-0.007956017
3.38286909996532,-0.008161469
3.4345526000252,-0.007781639
3.48660980002023,-0.007421712
3.53716850001365,-0.007831718
3.58777530002408,-0.007181591
3.63808279996738,-0.006943523
3.6892490000464,-0.00710185
3.73948310001288,-0.00721793
3.7898378999671,-0.007667613
3.84032269997988,-0.007670566
3.89072090003174,-0.007978488
3.94106650003232,-0.007546268
3.99163319997024,-0.007424794
4.04314710001927,-0.007656442
4.0936742000049,-0.007385758
4.14420280000195,-0.007937911
4.19451559998561,-0.007652461
4.24488660006318,-0.007769184
4.29538400005549,-0.008116912
4.34563740005251,-0.007745557
4.39663540001493,-0.007672364
4.44742179999594,-0.007969885
4.49778079998214,-0.007636924
4.5485738000134,-0.007868443
4.59917870000936,-0.008506246
4.64957120001782,-0.008018808
4.69940549996682,-0.008029851
4.74971560004633,-0.008681008
4.79987270000856,-0.007553073
4.85018309997395,-0.007262616
4.90051149995998,-0.00759686
4.95097130001523,-0.007519045
5.00228040001821,-0.008077362
5.08010410005227,-0.007949596
5.13081500004046,-0.00741465
5.18216049997136,-0.007488356
5.23248100001365,-0.007869984
5.28279309999198,-0.007785106
5.33322510006838,-0.007685333
5.38369050004985,-0.007832103
5.43414849997498,-0.007891171
5.48472419998143,-0.008302589
5.53521350002848,-0.00857122
5.58600440004375,-0.008373344
5.63785920001101,-0.008075821
5.68980319995899,-0.008069401
5.74030609999318,-0.008979299
5.7914384000469,-0.00853732
5.84151379996911,-0.007779841
5.89201960002538,-0.008240183
5.94255110004451,-0.008257133
5.99277949996758,-0.008083269
6.04303050006274,-0.009045686
6.09299679996911,-0.007905424
6.14392090006731,-0.008137328
6.1943128000712,-0.008411096
6.24471440003254,-0.008228241
6.29515050002374,-0.008239284
6.3454461999936,-0.008380021
6.39632040006109,-0.007629861
6.44663400005084,-0.008215529
6.49687659996562,-0.008475299
6.54735800006893,-0.007984266
6.6168619999662,-0.008013287
6.66850709996652,-0.007928923
6.71863979997579,-0.007567712
6.76868380000815,-0.007535096
6.81904610001948,-0.006869432
6.86947649996728,-0.00754691
6.92030310002156,-0.008396329
6.97100889997091,-0.007747996
7.02146720001474,-0.008020349
7.07191769999918,-0.007863563
7.12231120001525,-0.007628064
7.17492939997464,-0.008440244
7.22568719997071,-0.007159377
7.27741400001105,-0.007514038
7.32772770000156,-0.00762755
7.37809690006543,-0.007498757
7.42872029996943,-0.007519687
7.47918510006275,-0.007766359
7.52958860003855,-0.007519559
7.58057049999479,-0.007758012
7.63175880000927,-0.007874863
7.682089000009,-0.00798401
7.7322637999896,-0.007968215
7.78218290000223,-0.008147473
7.83230780006852,-0.007977461
7.88333860004786,-0.008601524
7.93383049999829,-0.007532657
7.98414159996901,-0.007875762
8.03445190005004,-0.008104071
8.08493899996392,-0.007945102
8.13534919999074,-0.007833644
8.18574670003727,-0.007964748
8.23744499997702,-0.008599213
8.28774749999866,-0.00780013
8.33803480002098,-0.007851108
8.38867889996618,-0.008274596
8.43918139999732,-0.00807672
8.48941310006194,-0.008215272
8.53991250006948,-0.008559535
8.59127880004235,-0.008069658
8.64496970002074,-0.007687388
8.69525150000118,-0.007827994
8.74551529996097,-0.007828765
8.79593989998102,-0.007869213
8.84733150003012,-0.008521398
8.8976369999582,-0.008567111
8.94801719998941,-0.008678826
8.9984192000702,-0.008316585
9.04863540001679,-0.008729161
9.09919380000792,-0.008714009
9.14975920005236,-0.008607302
9.20127750001848,-0.007689956
9.25170859997161,-0.007729634
9.30198520002887,-0.007969885
9.35233440005686,-0.008520627
9.40280040004291,-0.009072523
9.45338489999995,-0.007920833
9.50366679998115,-0.007629476
9.55445699999109,-0.007695863
9.6053940000711,-0.008065548
9.65609720000066,-0.0080477
9.70660489995498,-0.008666755
9.75703730003443,-0.008221179
9.80851230002008,-0.007687902
9.85922640003264,-0.007695478
9.90945939999074,-0.007392179
9.95979200000875,-0.00815736
10.0103730000556,-0.007832874
10.0628599000629,-0.007614966
10.1207305999706,-0.007857271
10.1710715000518,-0.008782964
10.2213940999936,-0.008517289
10.2719035999617,-0.007377669
10.3224128000438,-0.007562832
10.3729081000201,-0.007513652
10.4244301000144,-0.007846228
10.4749333000509,-0.007614966
10.5251984000206,-0.00804526
10.5756631999975,-0.008009178
10.6318212000188,-0.008748808
10.6834739999613,-0.007959741
10.7337232000427,-0.007989916
10.7836211000104,-0.008080187
10.8335932999616,-0.008014314
10.8838848000159,-0.007986578
10.9343429000583,-0.008152994
10.98485420004,-0.007369065
11.0361627000384,-0.007672878
11.0864170000423,-0.007561163
11.1362063999986,-0.007628449
11.1863039999735,-0.007408615
11.236732600024,-0.008180088
11.2871800999856,-0.007775347
11.337516300031,-0.007996979
11.3882321000565,-0.007925199
11.4387286000419,-0.008379122
11.4890878000297,-0.008356265
11.5394139999989,-0.008339829
11.5898710000329,-0.00811139
11.6416253000498,-0.00826625
11.6925515000476,-0.007958328
11.7430270999903,-0.007916082
11.7932813999942,-0.00765901
11.8438395999838,-0.007853804
11.8938604999566,-0.008021376
11.9440661000554,-0.008168531
11.9950313000008,-0.008260086
12.0449705000501,-0.008860522
12.0950521000195,-0.007976048
12.1454056999646,-0.007752619
12.1957073999802,-0.007634099
12.2462116000243,-0.008332382
12.2967442000518,-0.008023302
12.3478603999829,-0.008068887
12.3987589000026,-0.007947285
12.4491227000253,-0.00776944
12.4997201999649,-0.007978103
12.5503972000442,-0.007954347
12.6013098000549,-0.007928152
12.6521012999583,-0.007951908
12.7027375999605,-0.00794369
12.7529623999726,-0.007787032
12.8032235000283,-0.008312605
12.8537578000687,-0.0080477
12.9040796000045,-0.008444995
12.9551321000326,-0.00800494
13.0050697000697,-0.007476029
13.0552287000464,-0.007909276
13.1054521000478,-0.007485146
13.1558289000532,-0.006652295
13.2064462000271,-0.00705588
13.2569518999662,-0.007062044
13.3082297999645,-0.006904231
13.3587050000206,-0.007043168
13.4091634000652,-0.008018936
13.4595348000294,-0.007064869
13.5100614000112,-0.0079243
13.5606518000131,-0.007606876
13.6111828000285,-0.008014185
13.6620492000366,-0.008175594
13.7266300000483,-0.008180987
13.7767225999851,-0.00819126
13.8282334000105,-0.008496872
13.8785805000225,-0.00859215
13.9291840000078,-0.008708102
13.9795405999757,-0.008699756
14.0297734000487,-0.008162368
14.0794365999755,-0.008459634
14.1294481999939,-0.008417002
14.1802623000694,-0.008219124
14.2297933000373,-0.00855915
14.2795850000111,-0.008276522
14.3300660999957,-0.00927438
14.3804248999804,-0.008054505
14.4307289000135,-0.008365639
14.4813052000245,-0.008024843
14.532624399988,-0.008241981
14.582939999993,-0.007885649
14.6333998000482,-0.007923915
14.6842958000489,-0.007802313
14.7350787000032,-0.008141951
14.7862078000326,-0.008420855
14.8368251000065,-0.008322621
14.8879233000334,-0.007972453
14.9383999999845,-0.008084296
14.9887036000146,-0.008763189
15.0389693999896,-0.008050653
15.0894621000625,-0.008505347
15.1529332000064,-0.008317099
15.2031795000657,-0.008306698
15.2536275000311,-0.008118838
15.3045397000387,-0.008263682
15.3551527999807,-0.008406601
15.4065216999734,-0.008564286
15.4568091999972,-0.008675102
15.5073784999549,-0.007968858
15.5577218000544,-0.00807672
15.6079399000155,-0.008201019
15.6586810000008,-0.008059
15.7095023000147,-0.008139511
15.7600616000127,-0.007695606
15.8103910000063,-0.008064521
15.8609546000371,-0.008118067
15.9112837000284,-0.007753133
15.9615775999846,-0.007934829
16.0133322000038,-0.007640134
16.0636638000142,-0.007510442
16.1136668999679,-0.007743245
16.1635622000322,-0.008733784
16.2137114000507,-0.007754674
16.2641726000002,-0.007563603
16.3147163999965,-0.008259316
16.3662649999606,-0.00792353
16.4166215000441,-0.007840707
16.466887800023,-0.008256105
16.5172571999719,-0.007619332
16.5676490999758,-0.00845591
16.6179205999943,-0.007452787
16.6681026000297,-0.007161688
16.7186685999623,-0.00712201
16.7692504000152,-0.007283417
16.8198213999858,-0.008230296
16.8703959999839,-0.008335207
16.9207324000308,-0.008160827
16.9717855000636,-0.008250969
17.0227624999825,-0.007902728
17.0732474999968,-0.008110491
17.1238429000368,-0.007877046
17.1737556000007,-0.007607518
17.2243759999983,-0.007847641
17.2753335000016,-0.007731303
17.3268989999779,-0.007886035
17.3772185000125,-0.007951394
17.4276665999787,-0.007780483
17.4780079000629,-0.007941121
17.5281915999949,-0.007966161
17.5783637999557,-0.007486301
17.6288078000071,-0.007717178
17.679655999993,-0.007658111
17.7689570999937,-0.007991971
17.8196213999763,-0.008260471
17.8699897000333,-0.007415549
17.9204434000421,-0.007872937
17.9707172999624,-0.007734257
18.0219532999909,-0.007962437
18.072403499973,-0.007583506
18.1226997000631,-0.007843018
18.1731725999853,-0.007792425
18.223663300043,-0.007957172
18.2738830000162,-0.008131165
18.3249454000033,-0.007492465
18.376424600021,-0.008000189
18.4268858999712,-0.008523581
18.4774113000603,-0.007639877
18.5279456999851,-0.00774286
18.5782102000667,-0.007666843
18.6288013999583,-0.007362388
18.6792529000668,-0.007560007
18.7298670000164,-0.007476157
18.780516800005,-0.007146921
18.8308719999623,-0.006785453
18.8812168999575,-0.007109683
18.9314279999817,-0.007605721
18.9827800999628,-0.00741709
19.0331654000329,-0.007051386
19.0835933999624,-0.007496959
19.1341347000562,-0.007829407
19.1847123999614,-0.007700357
19.2350776999956,-0.008225673
19.285544399987,-0.008141694
19.3370147000533,-0.007889887
19.3873389000073,-0.00885025
19.4449848000659,-0.00840429
19.4954994999571,-0.008439217
19.5458228000207,-0.00860024
19.5973859999795,-0.008611026
19.647718799999,-0.008351386
19.6979038000572,-0.008424322
19.7896330000367,-0.008492378
19.8405705000041,-0.008493533
19.8908690999961,-0.007867287
19.9417157999706,-0.007935857
19.9922561000567,-0.008838179
20.0426799000707,-0.008025614
20.092999799992,-0.007858684
20.1435810000403,-0.007606234
20.2026802999899,-0.00778318
20.2532522999682,-0.00765015
20.3035586000187,-0.007667998
20.3540182999568,-0.007987862
20.404631900019,-0.008387597
20.4551129000029,-0.007919035
20.5052709999727,-0.007914284
20.556643399992,-0.007961795
20.6071020000381,-0.008288849
20.6573345999932,-0.008727107
20.7078751999652,-0.008049626
20.758769200067,-0.008383103
20.8095149999717,-0.008833814
20.8601813999703,-0.00869783
20.9113353999564,-0.007945487
20.9620761000551,-0.008375655
21.0125935999677,-0.008154278
21.0630551000359,-0.007824784
21.1133612999693,-0.007817208
21.1651066000341,-0.00790337
21.2159042999847,-0.008126542
21.2662084000185,-0.007707548
21.3162823000457,-0.00766145
21.3661968000233,-0.008060541
21.4161371999653,-0.008356009
21.4663642999949,-0.007068207
21.5178178000497,-0.006771714
21.5678421000484,-0.006660256
21.6180133000016,-0.006918612
21.6683605000144,-0.0078904
21.7186660000589,-0.00805412
21.7694103000686,-0.008527946
21.8203964000568,-0.007379081
21.8717526000692,-0.00736303
21.922014700016,-0.007552945
21.9725482000504,-0.00819524
22.0228664999595,-0.008338545
22.0732177000027,-0.007896949
22.1236994999927,-0.0082719
22.1743845000165,-0.008241724
22.224915400031,-0.008019065
22.2754714000039,-0.00834137
22.3261361999903,-0.007581837
22.3764423000393,-0.008108051
22.4268178000348,-0.008109849
22.4782701999648,-0.007959227
22.5285734999925,-0.007570922
22.5789961999981,-0.007782153
22.6292705000378,-0.007651305
22.6794280000031,-0.007418887
22.7297148000216,-0.007757242
22.7806849000044,-0.007939581
22.8322091000155,-0.00803884
22.8828243999742,-0.00805656
22.9332015999826,-0.008416103
22.98409240006,-0.008022917
23.0346169000259,-0.008444995
23.0851847999729,-0.008059642
23.1355362000177,-0.008785661
23.1862134999828,-0.007911845
23.2366252000211,-0.008942575
23.2869684000034,-0.009124914
23.3371544000693,-0.00803884
23.3876088999677,-0.007914926
23.4388536000624,-0.007845458
23.4891335000284,-0.007923915
23.5395329999737,-0.008191516
23.5898781999713,-0.007911331
23.6401689000195,-0.007348006
23.6906100000488,-0.007775989
23.7411948000081,-0.007809504
23.793028300046,-0.008005325
23.8502478000009,-0.007778943
23.900845300057,-0.008231836
23.9513856000267,-0.007696505
24.0022165999981,-0.007794095
24.0535060999682,-0.008458735
24.1039623999968,-0.007553073
24.1544051000383,-0.007532271
24.2049249999691,-0.007476029
24.2555289999582,-0.007691882
24.3059874000028,-0.007990687
24.3563251000596,-0.007359692
24.4072542999638,-0.007558081
24.4577877999982,-0.008005068
24.5081296999706,-0.007489383
24.5584413000615,-0.007991714
24.6088654999621,-0.007803597
24.6595380000072,-0.007574261
24.7100362000056,-0.007594421
24.7606486000586,-0.007727708
24.8116070000688,-0.008449618
24.8620006999699,-0.007431857
24.9120812000474,-0.007793196
24.962589200004,-0.007833002
25.0139424999943,-0.006779033
25.0645589999622,-0.006777235
25.114798399969,-0.007399498
25.1652386999922,-0.008073638
25.2229275000282,-0.007866131
25.2741130000213,-0.007872937
25.3245437999722,-0.007824399
25.3748923999956,-0.008401465
25.4251564999577,-0.007849567
25.4754736999748,-0.007661321
25.5259383000666,-0.007544727
25.5764552999754,-0.007384089
25.6278593000025,-0.007599814
25.6783570999978,-0.007489512
25.7286536999745,-0.007573233
25.779052900034,-0.007765075
25.8302025999874,-0.007776503
25.8810339999618,-0.007735027
25.9313645999646,-0.00743237
25.9820368000073,-0.007497216
26.0324544999748,-0.007885778
26.0827867999906,-0.008170714
26.1332260000054,-0.008181244
26.1837479000678,-0.008164808
26.2346920999698,-0.008221179
26.28485549998,-0.008412893
26.3351343000541,-0.009328697
26.3854739000089,-0.008141181
26.4359182000626,-0.007763919
26.4863637000089,-0.007740035
26.5368111999705,-0.008028695
26.5883200999815,-0.007641675
26.6388466999633,-0.007768156
26.6894560999935,-0.007848026
26.7401826999849,-0.007316418
26.7908924999647,-0.007524952
26.8414126000134,-0.007453172
26.8920123999706,-0.008076078
26.9423704000656,-0.007706135
26.9926863999572,-0.007752491
27.0428941999562,-0.007735798
27.0931861000136,-0.007561292
27.1435437999899,-0.007731817
27.1946732000215,-0.007470507
27.2450731999706,-0.007387813
27.2954349999782,-0.007210098
27.3457915000618,-0.007056522
27.39636350004,-0.007438791
27.4470072999829,-0.006818968
27.4974583999719,-0.007125092
27.5490566999651,-0.007214849
27.5993531000568,-0.006777492
27.6497041999828,-0.007000793
27.7002724000486,-0.007357637
27.7507312999805,-0.007386144
27.8012228000443,-0.00766299
27.85218539997,-0.007353143
27.903351200046,-0.006737044
27.9534174000146,-0.006923106
28.0035776000004,-0.006977937
28.0540794000262,-0.007049588
28.1043932000175,-0.006396763
28.1553131999681,-0.006540837
28.2057648999616,-0.007331955
28.2560194999678,-0.006792131
28.3063214999856,-0.007366626
28.3569852999644,-0.006340136
28.4074192000553,-0.006391499
28.4580099000596,-0.006965609
28.5096031000139,-0.007094788
28.5599286999786,-0.00659785
28.6101824999787,-0.006619808
28.6607268999796,-0.007162587
28.7111374000087,-0.007815154
28.7615715999855,-0.00790658
28.8119881000603,-0.007053183
28.8944067000411,-0.007436736
28.9461878000293,-0.007140115
28.996488600038,-0.007146536
29.0464100000681,-0.007520073
29.0961311999708,-0.007181976
29.1464984000195,-0.007253885
29.1968361999607,-0.007125092
29.2473827999784,-0.007491566
29.2988129999721,-0.007461262
29.3492787999567,-0.007044709
29.3995985999936,-0.006972672
29.4500346999848,-0.00697203
29.5005374000175,-0.007212024
29.5510336000007,-0.006940955
29.6015509000281,-0.006864809
29.6524226999609,-0.00704458
29.7026134000625,-0.007126761
29.7529269000515,-0.006812162
29.8029819000512,-0.006823077
29.8531892000465,-0.00707681
29.9047465999611,-0.007065382
29.9554542000405,-0.006774539
30.0055704000406,-0.007185058
30.0558748999611,-0.006987439
30.106312799966,-0.007242713
30.1565405000001,-0.007150131
30.206486799987,-0.00740656
30.274819000042,-0.007515322
30.3252780999755,-0.006945835
30.3756232999731,-0.006997583
30.4264404999558,-0.00678173
30.4770763000706,-0.006712646
30.5275326999836,-0.008124231
30.5781182000646,-0.007614709
30.6284879000159,-0.007047533
30.6792498000432,-0.006995528
30.7295931000262,-0.007439818
30.7812015999807,-0.007340944
30.831532399985,-0.007018899
30.9231064000633,-0.00726634
30.9738203999586,-0.007761993
31.023967999965,-0.007258893
31.0743172999937,-0.007033409
31.1250499000307,-0.007757755
31.1754289000528,-0.007333882
31.2255164000671,-0.006874312
31.2753074000357,-0.007192763
31.3252429000568,-0.007096714
31.3752493000356,-0.00711713
31.4256817999994,-0.006953667
31.4767131999834,-0.006909238
31.5271531000035,-0.00697203
31.577702300041,-0.007539847
31.6280052000657,-0.007260177
31.6784755999688,-0.006902304
31.7292109000264,-0.006743464
31.7800683999667,-0.007303321
31.8315418000566,-0.007123422
31.8829715000466,-0.00745741
31.9337012000615,-0.007291892
31.9838052999694,-0.007194175
32.0338058000198,-0.006967664
32.0839054000098,-0.00754049
32.1343108000001,-0.007303449
32.1852577000391,-0.007350318
32.2356300000101,-0.007549735
32.2861498000566,-0.00705023
32.3367216000333,-0.007467939
32.3872040000278,-0.007472433
32.4380971000064,-0.007330928
32.4885957000079,-0.007263387
32.5389721000101,-0.007436993
32.5893912999891,-0.007566685
32.6399545000168,-0.007454456
32.6904476999771,-0.007406689
32.7410141000291,-0.007173373
32.7926133000292,-0.007250803
32.8430614999961,-0.006981147
32.8945950999623,-0.00745497
32.9583091000095,-0.008170072
33.0086756000528,-0.007144353
33.0594007000327,-0.007372918
33.1095945000416,-0.007250289
33.1599884000607,-0.007077067
33.2107590000378,-0.007904268
33.2611052000429,-0.007571949
33.3121521000285,-0.007465499
